* Source file = mid ser 1,8mh parallel 6,8uf.pir
* Impulse length = 65536
* Sample rate = 48000
* Scale type = Pa
* Left window = 0 ms, Rectangular
* Reference time = 2,5 ms
* Right window = 5,021 ms, Tukey 0.25
* FFT length = 32768
* Smoothing = None
* Calibration = MM1CDU_allein_00d.txt
* Scale = 0.0 dB
* (fixture: every 8th point of the ARTA export, KOAN test-filter session 15 Aug 2026)
Freq[Hz]     dBSPL  Phase[Deg]
5890.137   118.237   -35.058
5901.855   118.174   -37.723
5913.574   118.111   -40.404
5925.293   118.047   -43.100
5937.012   117.982   -45.812
5948.730   117.914   -48.538
5960.449   117.842   -51.277
5972.168   117.766   -54.026
5983.887   117.686   -56.781
5995.605   117.601   -59.537
6007.324   117.511   -62.291
6019.043   117.415   -65.037
6030.762   117.314   -67.769
6042.480   117.207   -70.481
6054.199   117.095   -73.167
6065.918   116.979   -75.822
6077.637   116.858   -78.442
6089.355   116.733   -81.020
6101.074   116.607   -83.554
6112.793   116.478   -86.042
6124.512   116.350   -88.482
6136.230   116.223   -90.876
6147.949   116.098   -93.226
6159.668   115.976   -95.536
6171.387   115.859   -97.813
6183.105   115.746  -100.063
6194.824   115.640  -102.297
6206.543   115.540  -104.524
6218.262   115.445  -106.755
6229.980   115.356  -108.998
6241.699   115.271  -111.263
6253.418   115.189  -113.558
6265.137   115.109  -115.888
6276.855   115.030  -118.256
6288.574   114.949  -120.664
6300.293   114.865  -123.110
6312.012   114.777  -125.590
6323.730   114.682  -128.098
6335.449   114.579  -130.625
6347.168   114.469  -133.163
6358.887   114.348  -135.698
6370.605   114.219  -138.218
6382.324   114.080  -140.712
6394.043   113.932  -143.165
6405.762   113.775  -145.564
6417.480   113.612  -147.899
6429.199   113.443  -150.160
6440.918   113.271  -152.337
6452.637   113.098  -154.427
6464.355   112.927  -156.427
6476.074   112.759  -158.339
6487.793   112.599  -160.170
6499.512   112.447  -161.928
6511.230   112.306  -163.627
6522.949   112.178  -165.283
6534.668   112.063  -166.915
6546.387   111.961  -168.541
6558.105   111.873  -170.180
6569.824   111.796  -171.850
6581.543   111.729  -173.564
6593.262   111.670  -175.334
6604.980   111.617  -177.167
6616.699   111.567  -179.067
6628.418   111.517   178.966
6640.137   111.466   176.936
6651.855   111.410   174.850
6663.574   111.348   172.716
6675.293   111.279   170.545
6687.012   111.202   168.349
6698.730   111.117   166.141
6710.449   111.024   163.933
6722.168   110.922   161.737
6733.887   110.812   159.565
6745.605   110.695   157.428
6757.324   110.572   155.335
6769.043   110.444   153.292
6780.762   110.314   151.304
6792.480   110.182   149.375
6804.199   110.052   147.503
6815.918   109.924   145.686
6827.637   109.800   143.920
6839.355   109.681   142.197
6851.074   109.568   140.509
6862.793   109.463   138.846
6874.512   109.364   137.197
6886.230   109.273   135.553
6897.949   109.187   133.904
6909.668   109.108   132.242
6921.387   109.033   130.563
6933.105   108.961   128.861
6944.824   108.892   127.137
6956.543   108.823   125.389
6968.262   108.754   123.623
6979.980   108.684   121.841
6991.699   108.613   120.049
7003.418   108.539   118.255
7015.137   108.463   116.466
7026.855   108.385   114.687
7038.574   108.305   112.925
7050.293   108.225   111.185
7062.012   108.145   109.471
7073.730   108.066   107.784
7085.449   107.989   106.124
7097.168   107.915   104.489
7108.887   107.845   102.876
7120.605   107.780   101.279
7132.324   107.720    99.692
7144.043   107.666    98.108
7155.762   107.617    96.520
7167.480   107.573    94.921
7179.199   107.533    93.306
7190.918   107.497    91.671
7202.637   107.464    90.013
7214.355   107.432    88.332
7226.074   107.402    86.627
7237.793   107.371    84.901
7249.512   107.340    83.157
7261.230   107.309    81.399
7272.949   107.276    79.631
7284.668   107.241    77.858
7296.387   107.206    76.084
7308.105   107.170    74.312
7319.824   107.133    72.543
7331.543   107.097    70.780
7343.262   107.061    69.022
7354.980   107.025    67.268
7366.699   106.991    65.516
7378.418   106.958    63.763
7390.137   106.927    62.008
7401.855   106.896    60.248
7413.574   106.866    58.481
7425.293   106.837    56.706
7437.012   106.807    54.923
7448.730   106.776    53.134
7460.449   106.746    51.341
7472.168   106.714    49.548
7483.887   106.681    47.759
7495.605   106.646    45.980
7507.324   106.610    44.217
7519.043   106.572    42.473
7530.762   106.535    40.754
7542.480   106.497    39.061
7554.199   106.462    37.397
7565.918   106.430    35.761
7577.637   106.403    34.150
7589.355   106.382    32.558
7601.074   106.366    30.980
7612.793   106.356    29.407
7624.512   106.353    27.829
7636.230   106.357    26.238
7647.949   106.366    24.624
7659.668   106.380    22.980
7671.387   106.398    21.300
7683.105   106.419    19.581
7694.824   106.440    17.821
7706.543   106.460    16.023
7718.262   106.479    14.189
7729.980   106.495    12.328
7741.699   106.506    10.445
7753.418   106.513     8.551
7765.137   106.516     6.655
7776.855   106.514     4.768
7788.574   106.508     2.897
7800.293   106.499     1.051
7812.012   106.489    -0.764
7823.730   106.479    -2.545
7835.449   106.470    -4.291
7847.168   106.464    -6.003
7858.887   106.463    -7.687
7870.605   106.467    -9.350
7882.324   106.478   -11.000
7894.043   106.496   -12.648
7905.762   106.522   -14.305
7917.480   106.555   -15.981
7929.199   106.593   -17.686
7940.918   106.636   -19.425
7952.637   106.682   -21.202
7964.355   106.729   -23.020
7976.074   106.776   -24.876
7987.793   106.822   -26.766
7999.512   106.865   -28.683
8011.230   106.906   -30.618
8022.949   106.944   -32.562
8034.668   106.979   -34.505
8046.387   107.011   -36.439
8058.105   107.042   -38.354
8069.824   107.072   -40.247
8081.543   107.105   -42.113
8093.262   107.140   -43.954
8104.980   107.181   -45.773
8116.699   107.228   -47.579
8128.418   107.284   -49.383
8140.137   107.349   -51.198
8151.855   107.422   -53.040
8163.574   107.505   -54.924
8175.293   107.595   -56.867
8187.012   107.691   -58.879
8198.730   107.791   -60.973
8210.449   107.892   -63.154
8222.168   107.992   -65.424
8233.887   108.088   -67.782
8245.605   108.178   -70.222
8257.324   108.259   -72.735
8269.043   108.328   -75.308
8280.762   108.386   -77.928
8292.480   108.430   -80.575
8304.199   108.460   -83.234
8315.918   108.476   -85.885
8327.637   108.479   -88.510
8339.355   108.469   -91.091
8351.074   108.449   -93.612
8362.793   108.421   -96.059
8374.512   108.387   -98.423
8386.230   108.351  -100.696
8397.949   108.316  -102.878
8409.668   108.285  -104.972
8421.387   108.262  -106.987
8433.105   108.249  -108.939
8444.824   108.250  -110.845
8456.543   108.265  -112.730
8468.262   108.295  -114.617
8479.980   108.339  -116.530
8491.699   108.396  -118.492
8503.418   108.464  -120.523
8515.137   108.541  -122.636
8526.855   108.623  -124.842
8538.574   108.708  -127.145
8550.293   108.791  -129.544
8562.012   108.871  -132.035
8573.730   108.945  -134.609
8585.449   109.010  -137.255
8597.168   109.066  -139.961
8608.887   109.111  -142.712
8620.605   109.145  -145.493
8632.324   109.166  -148.290
8644.043   109.177  -151.090
8655.762   109.177  -153.879
8667.480   109.167  -156.648
8679.199   109.148  -159.386
8690.918   109.122  -162.088
8702.637   109.091  -164.747
8714.355   109.055  -167.361
8726.074   109.017  -169.930
8737.793   108.977  -172.454
8749.512   108.937  -174.938
8761.230   108.899  -177.384
8772.949   108.863  -179.799
8784.668   108.829   177.812
8796.387   108.799   175.442
8808.105   108.772   173.086
8819.824   108.748   170.738
8831.543   108.727   168.394
8843.262   108.710   166.048
8854.980   108.696   163.698
8866.699   108.684   161.339
8878.418   108.675   158.970
8890.137   108.668   156.588
8901.855   108.663   154.191
8913.574   108.660   151.776
8925.293   108.659   149.340
8937.012   108.658   146.882
8948.730   108.659   144.398
8960.449   108.660   141.886
8972.168   108.660   139.343
8983.887   108.660   136.768
8995.605   108.659   134.161
9007.324   108.655   131.519
9019.043   108.647   128.845
9030.762   108.636   126.141
9042.480   108.619   123.409
9054.199   108.597   120.654
9065.918   108.568   117.881
9077.637   108.533   115.096
9089.355   108.490   112.307
9101.074   108.441   109.520
9112.793   108.384   106.743
9124.512   108.321   103.982
9136.230   108.252   101.244
9147.949   108.178    98.535
9159.668   108.100    95.858
9171.387   108.019    93.215
9183.105   107.936    90.609
9194.824   107.852    88.037
9206.543   107.768    85.496
9218.262   107.686    82.983
9229.980   107.605    80.491
9241.699   107.527    78.014
9253.418   107.452    75.544
9265.137   107.379    73.075
9276.855   107.307    70.599
9288.574   107.237    68.113
9300.293   107.168    65.611
9312.012   107.098    63.092
9323.730   107.026    60.557
9335.449   106.952    58.006
9347.168   106.874    55.443
9358.887   106.792    52.874
9370.605   106.706    50.305
9382.324   106.615    47.742
9394.043   106.520    45.192
9405.762   106.422    42.662
9417.480   106.321    40.158
9429.199   106.217    37.683
9440.918   106.112    35.242
9452.637   106.006    32.834
9464.355   105.901    30.459
9476.074   105.798    28.112
9487.793   105.698    25.789
9499.512   105.602    23.482
9511.230   105.510    21.183
9522.949   105.422    18.883
9534.668   105.339    16.573
9546.387   105.260    14.244
9558.105   105.183    11.890
9569.824   105.107     9.506
9581.543   105.031     7.088
9593.262   104.954     4.636
9604.980   104.873     2.152
9616.699   104.789    -0.363
9628.418   104.700    -2.902
9640.137   104.604    -5.459
9651.855   104.502    -8.027
9663.574   104.393   -10.598
9675.293   104.277   -13.164
9687.012   104.155   -15.719
9698.730   104.026   -18.255
9710.449   103.891   -20.768
9722.168   103.752   -23.253
9733.887   103.609   -25.710
9745.605   103.462   -28.137
9757.324   103.313   -30.536
9769.043   103.161   -32.908
9780.762   103.008   -35.257
9792.480   102.854   -37.587
9804.199   102.697   -39.899
9815.918   102.539   -42.198
9827.637   102.378   -44.485
9839.355   102.214   -46.759
9851.074   102.045   -49.019
9862.793   101.872   -51.261
9874.512   101.694   -53.479
9886.230   101.509   -55.667
9897.949   101.319   -57.814
9909.668   101.123   -59.912
9921.387   100.923   -61.952
9933.105   100.718   -63.924
9944.824   100.512   -65.820
9956.543   100.306   -67.637
9968.262   100.102   -69.373
9979.980    99.902   -71.028
9991.699    99.709   -72.610
10003.42    99.523   -74.129
10015.14    99.347   -75.597
10026.86    99.181   -77.033
10038.57    99.026   -78.453
10050.29    98.880   -79.875
10062.01    98.742   -81.313
10073.73    98.611   -82.780
10085.45    98.482   -84.283
10097.17    98.355   -85.822
10108.89    98.225   -87.393
10120.61    98.091   -88.986
10132.32    97.949   -90.584
10144.04    97.799   -92.170
10155.76    97.640   -93.719
10167.48    97.472   -95.207
10179.20    97.297   -96.611
10190.92    97.117   -97.909
10202.64    96.937   -99.083
10214.36    96.760  -100.124
10226.07    96.593  -101.030
10237.79    96.441  -101.810
10249.51    96.308  -102.487
10261.23    96.199  -103.091
10272.95    96.116  -103.663
10284.67    96.060  -104.247
10296.39    96.029  -104.887
10308.11    96.019  -105.622
10319.82    96.026  -106.480
10331.54    96.043  -107.479
10343.26    96.063  -108.625
10354.98    96.081  -109.907
10366.70    96.090  -111.308
10378.42    96.085  -112.800
10390.14    96.064  -114.347
10401.86    96.025  -115.911
10413.57    95.967  -117.450
10425.29    95.892  -118.921
10437.01    95.803  -120.285
10448.73    95.704  -121.508
10460.45    95.603  -122.565
10472.17    95.507  -123.442
10483.89    95.423  -124.140
10495.61    95.362  -124.679
10507.32    95.330  -125.097
10519.04    95.333  -125.446
10530.76    95.373  -125.789
10542.48    95.450  -126.194
10554.20    95.560  -126.722
10565.92    95.697  -127.420
10577.64    95.853  -128.323
10589.36    96.019  -129.445
10601.07    96.188  -130.783
10612.79    96.350  -132.322
10624.51    96.501  -134.035
10636.23    96.635  -135.886
10647.95    96.750  -137.838
10659.67    96.843  -139.848
10671.39    96.916  -141.877
10683.11    96.969  -143.886
10694.82    97.005  -145.842
10706.54    97.029  -147.715
10718.26    97.046  -149.487
10729.98    97.062  -151.146
10741.70    97.082  -152.695
10753.42    97.112  -154.145
10765.14    97.159  -155.521
10776.86    97.225  -156.857
10788.57    97.313  -158.195
10800.29    97.424  -159.578
10812.01    97.554  -161.047
10823.73    97.701  -162.637
10835.45    97.860  -164.376
10847.17    98.025  -166.277
10858.89    98.191  -168.347
10870.61    98.351  -170.580
10882.32    98.501  -172.963
10894.04    98.636  -175.474
10905.76    98.755  -178.091
10917.48    98.853   179.216
10929.20    98.930   176.475
10940.92    98.987   173.716
10952.64    99.022   170.968
10964.36    99.039   168.257
10976.07    99.040   165.607
10987.79    99.027   163.038
10999.51    99.005   160.563
11011.23    98.978   158.191
11022.95    98.950   155.922
11034.67    98.926   153.750
11046.39    98.910   151.660
11058.11    98.905   149.630
11069.82    98.913   147.634
11081.54    98.935   145.643
11093.26    98.972   143.625
11104.98    99.021   141.553
11116.70    99.080   139.403
11128.42    99.146   137.157
11140.14    99.214   134.803
11151.86    99.281   132.340
11163.57    99.343   129.768
11175.29    99.396   127.099
11187.01    99.436   124.346
11198.73    99.463   121.527
11210.45    99.473   118.662
11222.17    99.466   115.774
11233.89    99.441   112.886
11245.61    99.400   110.019
11257.32    99.343   107.196
11269.04    99.272   104.436
11280.76    99.191   101.753
11292.48    99.101    99.159
11304.20    99.008    96.660
11315.92    98.914    94.257
11327.64    98.824    91.943
11339.36    98.740    89.705
11351.07    98.666    87.523
11362.79    98.604    85.373
11374.51    98.555    83.225
11386.23    98.519    81.052
11397.95    98.493    78.823
11409.67    98.476    76.514
11421.39    98.465    74.104
11433.11    98.454    71.579
11444.82    98.440    68.931
11456.54    98.417    66.159
11468.26    98.381    63.269
11479.98    98.327    60.273
11491.70    98.252    57.187
11503.42    98.151    54.034
11515.14    98.021    50.838
11526.86    97.860    47.630
11538.57    97.665    44.443
11550.29    97.435    41.314
11562.01    97.169    38.285
