* Source file = tweeter no filter.pir
* Impulse length = 65536
* Sample rate = 48000
* Scale type = Pa
* Left window = 0 ms, Rectangular
* Reference time = 2,5 ms
* Right window = 5,021 ms, Tukey 0.25
* FFT length = 32768
* Smoothing = None
* Calibration = MM1CDU_allein_00d.txt
* Scale = 0.0 dB
* (fixture: every 8th point of the ARTA export, KOAN test-filter session 15 Aug 2026)
Freq[Hz]     dBSPL  Phase[Deg]
3909.668   141.582   148.663
3921.387   141.648   146.671
3933.105   141.717   144.600
3944.824   141.786   142.445
3956.543   141.853   140.202
3968.262   141.914   137.874
3979.980   141.967   135.468
3991.699   142.008   132.994
4003.418   142.034   130.468
4015.137   142.048   127.907
4026.855   142.045   125.331
4038.574   142.023   122.763
4050.293   141.984   120.227
4062.012   141.927   117.746
4073.730   141.854   115.345
4085.449   141.768   113.047
4097.168   141.670   110.874
4108.887   141.565   108.842
4120.605   141.457   106.965
4132.324   141.352   105.248
4144.043   141.255   103.690
4155.762   141.172   102.279
4167.480   141.107   100.995
4179.199   141.066    99.806
4190.918   141.049    98.675
4202.637   141.060    97.559
4214.355   141.099    96.412
4226.074   141.164    95.193
4237.793   141.250    93.866
4249.512   141.353    92.403
4261.230   141.466    90.784
4272.949   141.585    89.002
4284.668   141.706    87.055
4296.387   141.823    84.951
4308.105   141.931    82.704
4319.824   142.027    80.330
4331.543   142.108    77.852
4343.262   142.171    75.293
4354.980   142.216    72.675
4366.699   142.241    70.024
4378.418   142.247    67.364
4390.137   142.233    64.718
4401.855   142.201    62.110
4413.574   142.152    59.559
4425.293   142.088    57.084
4437.012   142.013    54.702
4448.730   141.928    52.425
4460.449   141.838    50.260
4472.168   141.746    48.211
4483.887   141.656    46.275
4495.605   141.573    44.445
4507.324   141.497    42.706
4519.043   141.433    41.038
4530.762   141.384    39.419
4542.480   141.349    37.823
4554.199   141.328    36.222
4565.918   141.322    34.593
4577.637   141.326    32.913
4589.355   141.339    31.166
4601.074   141.356    29.342
4612.793   141.375    27.436
4624.512   141.391    25.451
4636.230   141.402    23.394
4647.949   141.404    21.279
4659.668   141.396    19.122
4671.387   141.374    16.944
4683.105   141.339    14.769
4694.824   141.291    12.618
4706.543   141.230    10.517
4718.262   141.158     8.488
4729.980   141.077     6.551
4741.699   140.991     4.722
4753.418   140.904     3.012
4765.137   140.820     1.426
4776.855   140.745    -0.040
4788.574   140.682    -1.397
4800.293   140.635    -2.668
4812.012   140.609    -3.879
4823.730   140.605    -5.063
4835.449   140.623    -6.258
4847.168   140.663    -7.498
4858.887   140.722    -8.815
4870.605   140.796   -10.235
4882.324   140.881   -11.775
4894.043   140.972   -13.445
4905.762   141.066   -15.247
4917.480   141.156   -17.173
4929.199   141.241   -19.212
4940.918   141.315   -21.348
4952.637   141.378   -23.561
4964.355   141.428   -25.829
4976.074   141.463   -28.131
4987.793   141.483   -30.445
4999.512   141.490   -32.751
5011.230   141.485   -35.030
5022.949   141.469   -37.269
5034.668   141.445   -39.455
5046.387   141.416   -41.581
